c,replicate,sigma_meta,d_prime,meta_d,M_ratio,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
-1.0,10,0.5,1.9807410922894826,1.703537705823522,0.8600506711629085,0.2850892649811793,0.28156834375227835,0.48566031242095237,0.47966229034828506,0.6132298089365913,0.8290697989854325
-1.0,11,0.5,1.9930770556218411,1.7318117232078596,0.868913581802051,0.2823459987863583,0.28533002005238733,0.48897011069904744,0.49413787370985807,0.6100061199510404,0.8260669410745234
-1.0,12,0.5,2.004800988014463,1.7313935878969267,0.8636236705029178,0.2850408692284568,0.28568078783851997,0.49351793327071647,0.49462588424895576,0.6090853843816469,0.8252253230535346
-1.0,13,0.5,1.9940453557786673,1.7008018553336135,0.8529404059966613,0.2791376871056894,0.290257100292629,0.47475789612289027,0.49366981470145815,0.6213518250400061,0.8236841391653335
-1.0,14,0.5,2.0056889260971067,1.6885763785570196,0.8418934544564893,0.2819252409174921,0.28964367160609455,0.4760523023322741,0.48908546207257775,0.6193886193886194,0.8253046227001324
-1.0,15,0.5,2.005157216144138,1.6961128691839082,0.8458752538344531,0.28347552428029127,0.2908576300116317,0.4808064848304575,0.4933273693630602,0.6175146845678542,0.8235070884497574
-1.0,16,0.5,1.9847738242884607,1.6980772274111726,0.8555520062946878,0.2906094666878365,0.2853513563936295,0.49347731745272094,0.48454864010291177,0.6079981753212195,0.8267430184275518
-1.0,17,0.5,2.0241803871847037,1.7091484565463104,0.8443656836945496,0.2865318394839905,0.29088488480823355,0.4897254512054376,0.49716545190264366,0.6110257985257985,0.8234800951968845
-1.0,18,0.5,1.9931991664296778,1.725904880181898,0.8658968502748416,0.27879527074136035,0.28415769038072985,0.48117411834414736,0.4904291445693184,0.6169905860917096,0.826382100575649
-1.0,19,0.5,2.0020304742362907,1.7126142265784166,0.8554386402293517,0.2889960681617204,0.2879803557630055,0.49493877775898815,0.49319925425483696,0.6077700904736562,0.8244904605530979
-0.9,0,0.5,1.9844712963813,1.699849563067193,0.8565755353412684,0.28636350971142427,0.2872422196141355,0.48677488686135245,0.48826856150553893,0.6273091241132261,0.8186952996113301
-0.9,1,0.5,1.986240153508643,1.6958514460249465,0.853799800104367,0.292741072132226,0.2862822525331769,0.49644537048632864,0.4854921719296669,0.6215516034168884,0.819194803740411
-0.9,2,0.5,1.9900562654244496,1.6650283051738237,0.8366739846014846,0.29217090193591805,0.28771471317595126,0.48647282167146905,0.4790531412529269,0.6288688604764899,0.8192619161039034
-0.9,3,0.5,2.0030087584907226,1.698256318915485,0.8478526675016288,0.29238281892039575,0.2827962981352088,0.49654096977388407,0.4802606002740257,0.6217903746316823,0.8215744418955967
-0.9,4,0.5,2.014333356895585,1.661714126378037,0.8249449480095036,0.2875386601665503,0.28558589368204773,0.47780705347857033,0.4745621138257549,0.635133239831697,0.8211247901510912
-0.9,5,0.5,1.9761115620449972,1.7044108997772753,0.8625074274720856,0.28607239422317526,0.28447704009392044,0.48758490683936156,0.48486576787245494,0.62697967764541,0.820123145815841
-0.9,6,0.5,1.9908088637135013,1.6775691002805522,0.8426570379797005,0.2972181522180477,0.2890575095471682,0.4986039882034785,0.48491394622038003,0.6202336808227804,0.8180188758506736
-0.9,7,0.5,1.9964963760299168,1.6939203030755532,0.848446470232997,0.2858193592640416,0.28684547437217706,0.4841552156694058,0.485893372884369,0.6288258994839896,0.8197361448135442
-0.9,8,0.5,2.0138887545882085,1.7050264778214106,0.8466338937227181,0.2923918377324673,0.28329754318889583,0.4985358252327181,0.483029812238822,0.6199704037770418,0.8213856851629479
-0.9,9,0.5,1.9984656199493807,1.70297013068264,0.8521388177424711,0.2908144498398291,0.2883544656039868,0.4952483216481338,0.4910590419725442,0.6225026288117771,0.8176857422694837
-0.9,10,0.5,1.96699069136296,1.6763526072725998,0.852242267659654,0.29096278032901407,0.2864522450085548,0.48775621542382747,0.48019496777918047,0.6236864527122976,0.8210546831495712
-0.9,11,0.5,2.0288291542772847,1.6691462182137529,0.8227140341978874,0.29543403147943487,0.2918280998640735,0.49312259637554157,0.4871037692566237,0.6238350748376165,0.8173624288425048
-0.9,12,0.5,1.999773649534885,1.6975600890653788,0.8488761162845624,0.2909673568627722,0.2914895599785318,0.49393457223108544,0.4948210433987846,0.6234576556365676,0.8158439668681442
-0.9,13,0.5,1.996919445899744,1.6817562711360508,0.8421753188838865,0.2847078889883186,0.2810411593049363,0.4788092777480114,0.47264273210842245,0.6357648037720149,0.8223340266456799
-0.9,14,0.5,2.0073431232578858,1.7012046513101369,0.8474907112786523,0.284263975019719,0.29042526287833464,0.4835911965034545,0.49407280806659215,0.6297839288236124,0.8170377811261789
-0.9,15,0.5,1.9929334309153934,1.6956607202866858,0.8508366079783385,0.2880888261468659,0.286649680386772,0.48850090645074035,0.48606060351458213,0.6254768969902501,0.8197567371533784
-0.9,16,0.5,2.0240683469586322,1.686525465578838,0.8332354330391132,0.2881927243416455,0.2901177732777329,0.4860443685967274,0.4892910126499243,0.628992455756892,0.8176843398386241
-0.9,17,0.5,1.9764258147975968,1.7163147035369142,0.8683931826263257,0.27908359105750435,0.2826972529353327,0.47899527084787796,0.48519745186240565,0.6324582338902148,0.8209990490574481
-0.9,18,0.5,2.003635184726302,1.668319291683915,0.8326462344050963,0.2902039120679788,0.28509938876926993,0.4841527850251515,0.47563681033106553,0.6282759597676725,0.8220277576500753
-0.9,19,0.5,2.011238749126834,1.6779717756211403,0.8342976567797437,0.291218368599791,0.2870047498161141,0.48865620305288304,0.4815858696606462,0.6267323250087935,0.8198407153835406
-0.8,0,0.5,1.9964859746818944,1.695193615139643,0.849088667106586,0.2951043755939069,0.2849260739402683,0.5002590533065621,0.48300486133034864,0.6342079689018465,0.8131346738029799
-0.8,1,0.5,1.9951698702796925,1.7048952154164005,0.8545113079406117,0.2857487463381542,0.2860217259440988,0.48717167044315385,0.487637072067235,0.6422018348623854,0.8123935202564176
-0.8,2,0.5,1.9692504136764633,1.6790932513292045,0.8526560358539907,0.2931980141232207,0.2877339523810928,0.4923068068174247,0.4831321376213716,0.6388440946913501,0.8113169261095168
-0.8,3,0.5,2.0182977903603683,1.6860363717816529,0.8353754237032633,0.2879172082843316,0.28822335712452135,0.4854388852292169,0.48595506330895555,0.6443375998960431,0.8116963795544512
