tauY,replicate,sigma_meta,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
0.4125,7,0.001,0.24828466578172173,0.20634151313889937,0.4967883598081765,0.41286505370706456,0.75952,0.80004
0.4125,8,0.001,0.2518032791094785,0.20915008715005512,0.4994034797746721,0.4148090592279412,0.7563917028461168,0.7995940136920873
0.4125,9,0.001,0.24995760337419054,0.20647931594990598,0.49057571738642597,0.405243678048654,0.7604053999919882,0.802652074929105
0.4125,10,0.001,0.25200089506742107,0.20784663354492433,0.4996103259694723,0.41207125200589,0.7585973031197638,0.7994706023903104
0.4125,11,0.001,0.25419088834002135,0.21214602335385846,0.49777332846618566,0.4154383064449478,0.7571777519721299,0.7979781835617533
0.4125,12,0.001,0.25352157717531687,0.2056656797417299,0.4994373698613011,0.40516127781074296,0.756739511883873,0.8013561226127427
0.4125,13,0.001,0.2517434742328739,0.20656591884415512,0.49621003890928206,0.40716083282529375,0.7593546583602891,0.8018350094154413
0.4125,14,0.001,0.2558906630113614,0.20701258695318547,0.510067468237103,0.41263868277888793,0.7531761885737115,0.8000400480576692
0.4125,15,0.001,0.2477795564890887,0.2022968680545436,0.5061896204752133,0.4132728959354768,0.7583868378812199,0.8036682615629984
0.4125,16,0.001,0.2529859719691279,0.21009105628471358,0.4964049421810166,0.41223723922719546,0.7572590011614402,0.7983700211737446
0.4125,17,0.001,0.2510249902764089,0.2064937992589676,0.5031757793896096,0.413913683521482,0.7567059011930499,0.7998561266085844
0.4125,18,0.001,0.2501459279147482,0.21016092181880935,0.503737273887021,0.4232165229196549,0.7573973973973974,0.7967632367632368
0.4125,19,0.001,0.2548051852685295,0.20586620140037584,0.4995202090030754,0.4035802012498755,0.7552744305216382,0.8023660125494585
0.48499999999999993,0,0.001,0.24689823905280214,0.24607604307410993,0.4934561754369799,0.4918129167217229,0.7617583646091192,0.7617616414202132
0.48499999999999993,1,0.001,0.25605296854960263,0.2475519267841182,0.5027736267694183,0.486081378974123,0.754308104434049,0.7626555684501181
