tauN,replicate,sigma_meta,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
-0.8475,5,0.5,0.4882367792592594,0.31184529617789325,0.7292377474518343,0.4657767931437627,0.6009626955475331,0.7443956920622258
-0.8475,6,0.5,0.4706075023672938,0.3077790391346219,0.7284748764195713,0.4764252511281472,0.606215956424223,0.740971556407798
-0.8475,7,0.5,0.48199078482352464,0.2996111203119944,0.7555768677224673,0.46967543560618524,0.5955858876117497,0.7460711994868505
-0.8475,8,0.5,0.48477146399882637,0.30875056006965557,0.7431480388951077,0.47331039523416785,0.598074464685203,0.7420698494072413
-0.8475,9,0.5,0.48060118223540577,0.3070592553638491,0.7438644516789173,0.475259889211607,0.5989497735198621,0.7427453797948349
-0.8475,10,0.5,0.4840872350829364,0.31140971355948055,0.7382383866580148,0.4749032568239456,0.5974847837478334,0.7420110356873486
-0.8475,11,0.5,0.48972186903522164,0.3153891155546207,0.7429203659074204,0.47845320363711297,0.5956746780082655,0.7392431311560393
-0.8475,12,0.5,0.4840579430783369,0.3077225347759109,0.7349863953448043,0.46724132892642295,0.6015400574529205,0.7441851138915624
-0.8475,13,0.5,0.48558214110890874,0.3076012705738635,0.7470784074818104,0.4732510689847678,0.5965087481025805,0.7424497316350236
-0.8475,14,0.5,0.4792399517286335,0.30909267405296315,0.7366368406620132,0.47510448589452253,0.6012959481620735,0.7415496619864794
-0.8475,15,0.5,0.4879893272145486,0.31589599009145714,0.7330982656929748,0.4745653020677541,0.5998879013531908,0.739709056030693
-0.8475,16,0.5,0.47391299904737266,0.30721027689345176,0.7388942475054578,0.47898223266173745,0.6024424424424425,0.7411788211788212
-0.8475,17,0.5,0.4813894289578322,0.30193102076118,0.7464104911605292,0.46815419688556004,0.5987907235769123,0.7450625477655766
-0.8475,18,0.5,0.48708024365195196,0.31108784641718495,0.7476424970481593,0.477503444920818,0.5947701933103393,0.740724487353387
-0.8475,19,0.5,0.4789771818684732,0.30769197274544946,0.7472312599582221,0.4800167297671984,0.5976186658114175,0.7407806513409961
-0.775,0,0.5,0.4542360686107305,0.3075428363264944,0.6885990404778481,0.4662194762471514,0.6248599775964154,0.744640857462806
-0.775,1,0.5,0.4492570555661878,0.3030298670417537,0.6901925604515362,0.4655440737892279,0.6253198976327575,0.7462387964148528
-0.775,2,0.5,0.43183163283007,0.3084010841299276,0.6772338904334154,0.4836599501764204,0.6347878544138347,0.7408394668788542
-0.775,3,0.5,0.45012976235538465,0.3106882137216159,0.6792968013700676,0.46886370876726585,0.6286941856729843,0.7444612687280842
-0.775,4,0.5,0.44788458759156113,0.3090839163433216,0.6848247044354187,0.47259563628606777,0.6270016454629369,0.7425347845154089
-0.775,5,0.5,0.4380257109081325,0.3066284774806506,0.6815879819685744,0.47712789449468096,0.6319391634980989,0.7420347791325205
-0.775,6,0.5,0.44458950712568124,0.3065452355517332,0.6810563234794784,0.4695895151794383,0.6310582791495473,0.7434118166138542
-0.775,7,0.5,0.44339279692285744,0.3091446685224546,0.6767008919222374,0.47181297119390575,0.6327872772928375,0.7413993817992052
-0.775,8,0.5,0.4432770685345505,0.30561158142306427,0.6874182895700509,0.4739315554246105,0.6292948282068718,0.7434297371894876
